All Time Rank,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Explicit Track,Is_Recent,Track,Album Name,Artist,Release Date,ISRC
0.07385908726981584,0.46608103682999474,0.5156836740397465,0.24062466169104846,0.831578947368421,0.022376485754355534,0.04331402677031517,0.01788536207247827,0.027770013294515932,0.018897215719180693,5.036550290313581e-08,0.331002331002331,0.00212713369619269,0.07131537242472268,0.0024657423823402735,0.1244019138755981,1.0,0.0,,,,,
0.4987990392313851,0.10410944856820521,0.11614167560142347,0.08769818436417155,0.7473684210526316,0.003996589357876312,0.02089706060113712,0.005122366249660865,0.010740955392885379,0.004899731718589576,0.3471938279201616,0.009324009324009324,0.001697105835814301,0.012678288431061807,0.0002815219525729007,0.08133971291866028,0.0,0.0,Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,USUG12400910
0.48238590872698156,0.2596670788640278,0.016499235252569907,0.01868134446610507,0.5368421052631578,0.030744492551026275,0.04143026954359406,0.2232167799301263,0.12640161783589357,0.07167572620739879,0.0276883961352701,0.06487956487956488,0.006194013548138837,0.03486529318541997,0.002512904846954756,0.03508771929824561,0.0,0.0,i like the way you kiss me,I like the way you kiss me,Artemas,2024-03-19,QZJ842400387
0.7684147317854283,0.1391025818305792,0.15861014141475732,0.03882846488697622,0.7263157894736841,0.032440689902092944,0.08771468162626798,0.010449808136422226,0.005865971967982023,0.004985707599436277,0.012970027354022447,0.004662004662004662,6.724715512090035e-05,0.00792393026941363,0.0011359061637232694,0.10047846889952153,0.0,0.0,Flowers,Flowers - Single,Miley Cyrus,2023-01-12,USSM12209777
0.5290232185748599,0.013209088791443379,0.009748341918039626,0.006309232801917793,0.3333333333333333,0.03130707245260926,0.025857973830284,0.1205398167629001,0.00911269160167171,0.01353512230767674,0.02105077141690592,0.018648018648018645,0.0,0.0121500264131009,0.0062353339810166,0.03508771929824561,0.0,0.0,Houdini,Houdini,Eminem,2024-05-31,USUG12403398
0.8702962369895916,0.0067189023387153,0.01062008059065941,0.0434197789444784,0.6315789473684209,0.00031178151424732437,0.0009841583943588357,0.0004020499462382087,5.383614778696116e-05,3.480807592139644e-05,0.0015160931871787276,0.002331002331002331,4.1292112793535305e-06,0.008980454305335447,0.089645839416104,0.06220095693779904,1.0,1.0,Lovin On Me,Lovin On Me,Jack Harlow,2023-11-10,USAT22311371
0.7938350680544435,0.0316864743872785,0.10494401168039486,0.03775906506179365,0.5263157894736842,0.00969993115453107,0.024736921705837744,0.0009887067488198779,0.0017522993362000942,0.0016056209450153233,0.012450137319914656,0.07692307692307693,0.020856646172014683,0.02377179080824089,0.003259201250000586,0.04784688995215311,1.0,0.0,,,,,
0.2197758206565252,0.014224642107064535,0.008031965256922954,0.010501700684972028,0.6736842105263158,0.007473685379640853,0.0784903231057936,0.010563140543561186,2.066659790234626e-05,1.1666357282676373e-05,0.1179145250396389,0.01631701631701632,0.0021778640061961762,0.0,0.00010982964805303691,0.07655502392344497,0.0,1.0,,,,,
0.4919935948759007,4.527419471341193e-06,3.387585515361853e-06,6.251348113703164e-07,0.6982456140350877,0.0006065496110208572,0.000981280362831402,0.015844272711613292,0.02494127516821375,0.01904123927433873,0.048072492611191724,0.0019425019425019427,3.912919259958822e-05,0.0,0.0005596539565464828,0.01594896331738437,0.0,1.0,,,,,
0.727982385908727,0.05339004512935886,0.09328732992203473,0.019327834238399573,0.6526315789473683,0.03224292585585536,0.09205963726403324,0.1004878378383037,0.07025134500341115,0.058132068161185366,3.641630469752263e-05,0.01282051282051282,0.004990446774761552,0.012678288431061807,0.0003546323647609688,0.014354066985645932,0.0,0.0,BAND4BAND (feat. Lil Baby),BAND4BAND (feat. Lil Baby),Central Cee,2024-05-23,USSM12404354
0.6633306645316253,0.002178424261170915,0.0014854562484861726,0.08155199231169567,0.7473684210526316,5.289049273981438e-05,0.0002494579297161591,0.008341020976463975,0.0175706216869617,0.01039151820680182,0.09591513642637371,0.01515151515151515,0.0047480030839309375,0.01954569466455362,0.11926856156982428,0.13875598086124402,0.0,1.0,I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404990
0.49019215372297836,0.000330292113810621,0.0016463665604658606,0.0006355753250797267,0.1894736842105263,2.916114993458291e-06,1.4267119114620783e-05,0.2801500400412444,0.032487402745083604,0.03570567375502835,0.0021611353577051444,0.002331002331002331,2.3595493024877317e-06,0.001584786053882726,8.834174806058228e-06,0.023923444976076555,1.0,0.0,The Door,The Door,Teddy Swims,2024-06-14,USWB12402486
0.02802241793434748,0.2733546625318279,0.0,1.7534269099411315e-07,0.6350877192982455,0.0013438986105080359,0.01023292668780661,0.152033441937093,0.007579688156952408,0.011267281009380273,0.03683211835468601,0.006604506604506605,0.02883251270174884,0.016376122556788168,0.006370291427788549,0.046251993620414676,1.0,1.0,,,,,
0.8414731785428342,0.003703299265545846,0.00795066320455427,0.001884350723149279,0.37543859649122807,0.005725446290159448,0.02564594100942644,0.025346771310543203,0.009323118137868654,0.013597970247695617,0.03650027983500995,0.003496503496503496,6.901681709776615e-05,0.0,0.0004298282983223504,0.006379585326953748,0.0,0.0,Like That,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402041
0.09787830264211368,0.006666573787300851,0.0022087057560159287,0.02066210825731691,0.7684210526315789,0.009076518529664838,0.022347187278390235,0.08184635182263217,0.0004705234514117369,0.0006098029691146748,0.0069802241425198875,0.005827505827505828,0.0017545215355081693,0.003169572107765452,0.010607055435970042,0.0430622009569378,0.0,1.0,,,,,
0.46136909527622094,0.02430757850624133,0.02016121519467607,0.006330755481937715,0.5894736842105263,0.24398558058420533,0.1838485844289593,0.01658811538635233,0.016833521967429956,0.025622831937434958,0.008588153525371867,0.0034965034965034965,0.0005065165836006997,0.001584786053882726,8.185085569644932e-05,0.00956937799043062,0.0,0.0,LALA,LALA - Single,Myke Towers,2023-03-22,USWL12300002
0.7411929543634908,0.027370351385784815,0.01990375869550857,0.018505244497981733,0.6421052631578947,0.008431258537171088,0.04008192247199328,0.0057378948061524585,0.017975769231070127,0.009508418646258386,0.013308982466794654,0.011655011655011654,0.0008022467628458288,0.003169572107765452,0.0012268489552943887,0.0,0.0,0.0,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401028
0.03943154523618895,0.0973528143082788,0.03805444188681738,0.38832724952007847,0.3824561403508772,0.0070510835312951915,0.04642896094866424,0.003356836951983946,0.0011920695381972613,0.00016488389203150275,0.37505504215626195,0.12237762237762237,0.04682584579519465,0.1362916006339144,0.15811766933379073,0.43540669856459324,1.0,1.0,,,,,
0.49659727782225777,0.006582814191433354,0.01112991221072137,0.0029792743452643883,0.43157894736842106,0.07126459121426267,0.08202187642049312,0.001616688942445753,0.00046496689751266806,0.0003426184546873973,0.019841125190970896,0.004662004662004662,0.000937527589521792,0.0,0.0005523116715617837,0.03349282296650718,0.0,0.0,BLUE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401996
0.8913130504403523,0.002131375207782167,0.0034773565315189426,0.0038618998983595597,0.6350877192982455,0.00013971314680584927,0.0013169561998480272,0.00044044506972140744,5.9570876497777726e-05,5.302277299234552e-05,6.0079906667774704e-05,0.002331002331002331,0.0016324148591044289,0.004226096143687269,0.00931752367535415,0.004784688995215311,1.0,1.0,,,,,
0.8871096877502002,0.04045157156342208,0.02054231856515428,0.03003563119764703,0.6210526315789473,0.03940799034169286,0.05396076410645755,0.002331243305631388,0.001086154862201617,0.0009365572594656719,0.004549844512146701,0.013986013986013986,0.0007591849880754277,0.0021130480718436345,0.0020878412229309866,0.014354066985645932,0.0,0.0,Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-04,USRC12300907
0.23338670936749398,0.10731812118382306,0.23321832480508678,0.08463031621838357,0.7052631578947368,0.005809922280036962,0.011403488443826099,0.004210363563467354,0.010936202994403062,0.009008895992911235,0.004269510280380044,0.08857808857808858,0.0011768252146157562,0.0364500792393027,0.004766564546417847,0.21531100478468898,1.0,0.0,Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUM72403305
0.244595676541233,0.10559150437714776,0.11262536183647787,0.09164538466990212,0.6736842105263158,0.031225306852517783,0.03289063644960382,0.01052737404244889,0.011991927870470214,0.012352030378446139,0.05788949001335519,0.0606060606060606,0.01844223734824411,0.01901743264659271,0.039938835641700865,0.05741626794258373,1.0,0.0,Danza Kuduro - Cover,CLUB DE YOKUKIKU YOUGAKU MEDLEY,MUSIC LAB JPN,2024-05-21,TCJPA2445163
0.35688550840672534,0.03276653813623152,0.01904331197460666,0.025661277037666654,0.6456140350877192,0.006257165266382032,0.005705644008127732,0.006101578357020811,0.00011258020175206423,8.211424146569055e-05,0.06605644596669553,0.026806526806526808,4.247188744477917e-05,0.01901743264659271,0.15807063965518128,0.0,0.0,1.0,,,,,
0.4403522818254603,0.016494635435700334,0.007711838425721259,0.004582527863964322,0.5894736842105263,0.04685436836504158,0.08860770057242442,2.115825547727336e-05,8.855644359064633e-07,4.5350551250737185e-07,0.0003077961796167887,0.002331002331002331,2.005616907114572e-05,0.009508716323296355,0.0025529281110628394,0.007974481658692184,0.0,0.0,Future,Future,official sound studio,2024-01-10,RUA1H2415548
0.2830264211369095,0.0004925425514992604,0.002986156631791474,0.00012339932468592227,0.3368421052631579,0.02667629060377911,0.05909562705898281,0.07408543763890761,1.7340287224033664e-08,1.997100509886636e-08,0.009187741826345448,0.0019425019425019427,2.3595493024877317e-06,0.0005282620179609086,0.0015854180345577923,0.019138755980861243,1.0,0.0,,,,,
0.7644115292233786,0.05987682542921393,0.09173412196324131,0.04346900449907618,0.6526315789473683,0.011235697090501113,0.04367332065416009,0.02643178905934619,0.009921769778103764,0.004880570341311353,1.2377637122838772e-05,0.02913752913752914,0.00020705045129329843,0.017432646592709985,0.0013752724651659347,0.054226475279106866,0.0,0.0,,,,,
0.7251801441152922,0.15706014645633493,0.15149282424698207,0.09778918672526381,0.6631578947368421,0.02128449849761203,0.043301615928040736,0.05450301972690596,0.015466796822056044,0.012612731829897712,0.004073432341027846,0.07808857808857808,0.008158141713351334,0.04120443740095088,0.008090909048303955,0.004784688995215311,1.0,0.0,Baby Shark,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Pinkfong,2015-12-01,KRE671700001
0.8544835868694955,0.05235634982605937,0.07763668484106297,0.015377130890646757,0.6210526315789473,0.015373680562497515,0.019469610458539753,0.007273139547270214,0.008358867511164462,0.007252281153607434,0.0004966641398362063,0.04895104895104895,0.009678281351479055,0.030110935023771792,0.04121315949926866,0.0430622009569378,1.0,0.0,we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,USUM72317276
0.760808646917534,0.001423909392711144,0.0012940576668682279,0.000697886780942352,0.687719298245614,0.0015759958127286768,0.005933275973844021,0.0004046067483257543,7.456263016960437e-05,5.401962080095255e-05,0.01993885394062755,0.005439005439005439,0.0,0.005810882197569995,0.021717924407895484,0.014354066985645933,1.0,1.0,,,,,
0.0388310648518815,0.05193403716408648,0.029726062897300266,0.6097397307246285,0.863157894736842,0.002783080809245602,0.008385134156176456,0.03885306397394613,0.015497695936891376,0.014642663515376422,0.2960204496016916,0.12820512820512822,0.11287906896903621,0.2694136291600634,0.7573625465668803,0.5167464114832535,0.0,1.0,,,,,
0.3108486789431545,0.098249463615181,0.08657991060161825,0.06334092710763049,0.6526315789473683,0.0416697081537546,0.04597955472080516,0.056937641148402884,0.008366875497762017,0.008035814498855681,0.019062921982103274,0.07692307692307693,0.011201960313560506,0.02694136291600634,0.004992902197483408,0.13875598086124402,0.0,0.0,,,,,
